name,cluster,cluster_count,datasets,dates,recognized_in_first_dataset,recognized_in_last_dataset,suspicious,"Note that every ""fixed"" here means that the cluster was broken. No other taxonomic changes were entered."
Pheucticus ludovicianus,"Pheucticus ludovicianus, Zamelodia ludoviciana, Pheutictus ludovicianus, Hedymeles ludovicianus, Habia ludoviciana",5,Checklist aou_1.csv (1886); Dataset aou_2_08 (1897); Dataset aou_3_18 (1923); Dataset aou_4_21 (1946); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1897; 1923; 1946; 1957; January 1982; February 1982; 1983; 2017,yes,yes,no,
Pheucticus melanocephalus,"Zamelodia melanocephala, Habia melanocephala, Hedymeles melanocephalus, Pheutictus melanocephalus, Pheucticus melanocephalus",5,Checklist aou_1.csv (1886); Dataset aou_2_08 (1897); Dataset aou_3_18 (1923); Dataset aou_4_21 (1946); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1897; 1923; 1946; 1957; January 1982; February 1982; 1983; 2017,yes,yes,no,
Phoebastria albatrus,"Diomedea albatrus, Phoebastria albatrus",2,Checklist aou_1.csv (1886); Checklist aou_5_34.csv (February 1982); Dataset aou_6_41 (1997); Checklist NACC_list_species_aou_7_57.csv (2017),1886; February 1982; 1997; 2017,yes,yes,no,
Phoebastria immutabilis,"Phoebastria immutabilis, Diomedea immutabilis",2,Dataset aou_2_09 (1899); Checklist aou_5_34.csv (February 1982); Dataset aou_6_41 (1997); Checklist NACC_list_species_aou_7_57.csv (2017),1899; February 1982; 1997; 2017,no,yes,no,
Phoebastria nigripes,"Diomedea nigripes, Phoebastria nigripes",2,Checklist aou_1.csv (1886); Checklist aou_5_34.csv (February 1982); Dataset aou_6_41 (1997); Checklist NACC_list_species_aou_7_57.csv (2017),1886; February 1982; 1997; 2017,yes,yes,no,
Phoebetria palpebrata,"Phoebetria palpebrata, Phoebetria fuliginosa",2,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908); Dataset aou_4 (1931); Dataset aou_6_41 (1997); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1908; 1931; 1997; 2017,yes,yes,yes,Avibase: rename
Phoenicopterus roseus,Phoenicopterus roseus,1,Dataset aou_7_49 (2008),2008,no,yes,no,
Phoenicopterus ruber,Phoenicopterus ruber,1,Checklist aou_1.csv (1886); Dataset aou_4 (1931); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_7_49 (2008); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1931; 1957; January 1982; February 1982; 2008; 2017,yes,yes,no,
Phylloscopus borealis,"Phyllopseustes borealis, Acanthopneuste borealis, Phylloscopus borealis",3,Checklist aou_1.csv (1886); Dataset aou_2_13 (1904); Dataset aou_4_25 (1950); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Dataset aou_7_55 (2014); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1904; 1950; 1957; January 1982; February 1982; 1983; 2014; 2017,yes,yes,no,
Phylloscopus examinandus,Phylloscopus examinandus,1,Dataset aou_7_55 (2014); Checklist NACC_list_species_aou_7_57.csv (2017),2014; 2017,no,yes,no,
Phylloscopus trochilus,Phylloscopus trochilus,1,Dataset aou_4_23 (1948); Dataset aou_5_34 (January 1982); Dataset aou_7_45 (2004); Checklist NACC_list_species_aou_7_57.csv (2017),1948; January 1982; 2004; 2017,no,yes,no,
Phylloscopus xanthodryas,Phylloscopus xanthodryas,1,Dataset aou_7_55 (2014),2014,no,yes,no,
Pica hudsonia,Pica hudsonia,1,Dataset aou_7_42 (2000); Checklist NACC_list_species_aou_7_57.csv (2017),2000; 2017,no,yes,no,
Pica nuttalli,Pica nuttalli,1,Checklist aou_1.csv (1886); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; February 1982; 2017,yes,yes,no,
Pica pica,"Pica pica hudsonica, Pica pica",2,Checklist aou_1.csv (1886); Dataset aou_3 (1910); Dataset aou_4 (1931); Dataset aou_5 (1957); Checklist aou_5_34.csv (February 1982); Dataset aou_7 (1998); Dataset aou_7_42 (2000),1886; 1910; 1931; 1957; February 1982; 1998; 2000,yes,no,no,
Picoides albolarvatus,"Dendrocopos albolarvatus, Picoides albolarvatus, Xenopicus albolarvatus, Dryobates albolarvatus",4,Checklist aou_1.csv (1886); Dataset aou_4 (1931); Dataset aou_4_22 (1947); Dataset aou_5_33 (1976); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1931; 1947; 1976; February 1982; 2017,yes,yes,no,
Picoides americanus,"Picoides americanus dorsalis, Picoides americanus alascensis, Picoides americanus",3,Checklist aou_1.csv (1886); Dataset aou_3 (1910); Dataset aou_4 (1931),1886; 1910; 1931,yes,no,no,
Picoides arcticus,Picoides arcticus,1,Checklist aou_1.csv (1886); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1957; January 1982; February 1982; 2017,yes,yes,no,
Picoides arizonae,"Dryobates arizonae, Picoides arizonae, Dendrocopos arizonae",3,Dataset aou_1_01 (1889); Dataset aou_4_22 (1947); Dataset aou_5_33 (1976); Dataset aou_5_34 (January 1982); Dataset aou_7_42 (2000); Checklist NACC_list_species_aou_7_57.csv (2017),1889; 1947; 1976; January 1982; 2000; 2017,no,yes,no,
Picoides borealis,"Dendrocopos borealis, Dryobates borealis, Picoides borealis",3,Checklist aou_1.csv (1886); Dataset aou_4_22 (1947); Dataset aou_5_33 (1976); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1947; 1976; February 1982; 2017,yes,yes,no,
Picoides dorsalis,Picoides dorsalis,1,Dataset aou_7_44 (2003); Checklist NACC_list_species_aou_7_57.csv (2017),2003; 2017,no,yes,no,
Picoides nuttallii,"Dryobates nuttallii, Dendrocopos nuttalii, Dendrocopos nuttallii, Dryobates nuttalli, Picoides nuttallii",5,Checklist aou_1.csv (1886); Dataset aou_3 (1910); Dataset aou_4_22 (1947); Dataset aou_5 (1957); Dataset aou_5_33 (1976); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1910; 1947; 1957; 1976; February 1982; 2017,yes,yes,no,
Picoides pubescens,"Dryobates pubescens, Dryobates pubescens gairdnerii, Dendrocopos pubescens, Picoides pubescens",4,Checklist aou_1.csv (1886); Dataset aou_3 (1910); Dataset aou_4 (1931); Dataset aou_4_22 (1947); Dataset aou_5_33 (1976); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1910; 1931; 1947; 1976; February 1982; 2017,yes,yes,no,
Picoides scalaris,"Dryobates scalaris lucasanus, Picoides scalaris, Dendrocopos scalaris, Dryobates scalaris",4,Checklist aou_1.csv (1886); Dataset aou_1_01 (1889); Dataset aou_2 (1895); Dataset aou_4_22 (1947); Dataset aou_5 (1957); Dataset aou_5_33 (1976); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1889; 1895; 1947; 1957; 1976; February 1982; 2017,yes,yes,no,
Picoides stricklandi,"Picoides stricklandi, Dryobates stricklandi",2,Checklist aou_1.csv (1886); Dataset aou_1_01 (1889); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_7_42 (2000); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1889; January 1982; February 1982; 2000; 2017,yes,yes,no,
Picoides tridactylus,Picoides tridactylus,1,Dataset aou_4 (1931); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_7_44 (2003),1931; 1957; January 1982; February 1982; 2003,no,no,yes,Avibase: split. Fixed.
Picoides villosus,"Dendrocopos villosus, Dryobates villosus leucomelas, Picoides villosus, Dryobates villosus, Dryobates villosus audubonii, Dryobates villosus harrisii",6,Checklist aou_1.csv (1886); Dataset aou_4_22 (1947); Dataset aou_5_33 (1976); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1947; 1976; February 1982; 2017,yes,yes,no,
Pinguinus impennis,"Plautus impennis, Pinguinus impennis",2,Checklist aou_1.csv (1886); Dataset aou_4_19 (1944); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1944; February 1982; 2017,yes,yes,no,
Pinicola enucleator,Pinicola enucleator,1,Checklist aou_1.csv (1886); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; February 1982; 2017,yes,yes,no,
Pipilo chlorurus,"Pipilo chlorurus, Oreospiza chlorura, Oberholseria chlorura, Chlorura chlorura",4,Checklist aou_1.csv (1886); Dataset aou_2_08 (1897); Dataset aou_3_17 (1920); Dataset aou_4_22 (1947); Dataset aou_5_33 (1976); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1897; 1920; 1947; 1976; January 1982; February 1982; 2017,yes,yes,no,
Pipilo consobrinus,Pipilo consobrinus,1,Checklist aou_1.csv (1886); Dataset aou_4_19 (1944),1886; 1944,yes,no,no,
Pipilo erythrophthalmus,"Pipilo erythrophthalmus alleni, Pipilo erythrophthalmus",2,Checklist aou_1.csv (1886); Dataset aou_4_29 (1954); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6_40 (1995); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1954; 1957; January 1982; February 1982; 1995; 2017,yes,yes,no,
Pipilo maculatus,"Pipilo maculatus oregonus, Pipilo maculatus arcticus, Pipilo maculatus megalonyx, Pipilo maculatus",4,Checklist aou_1.csv (1886); Dataset aou_4_29 (1954); Dataset aou_6_40 (1995); Dataset aou_7 (1998); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1954; 1995; 1998; 2017,yes,yes,no,
Piranga flava,Piranga flava,1,Dataset aou_4 (1931); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Dataset aou_7_50 (2009); Checklist NACC_list_species_aou_7_57.csv (2017),1931; January 1982; February 1982; 1983; 2009; 2017,no,yes,yes,Avibase: rename
Piranga hepatica,Piranga hepatica,1,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908); Dataset aou_4 (1931),1886; 1908; 1931,yes,no,no,
Piranga ludoviciana,Piranga ludoviciana,1,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908); Dataset aou_2_15 (1909); Dataset aou_4 (1931); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Dataset aou_7_50 (2009); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1908; 1909; 1931; January 1982; February 1982; 1983; 2009; 2017,yes,yes,no,
Piranga olivacea,"Piranga erythromelas, Piranga olivacea",2,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908); Dataset aou_4 (1931); Dataset aou_4_19 (1944); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Dataset aou_7_50 (2009); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1908; 1931; 1944; January 1982; February 1982; 1983; 2009; 2017,yes,yes,no,
Piranga rubra,"Piranga rubra, Piranga rubra cooperi",2,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908); Dataset aou_4 (1931); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Dataset aou_7_50 (2009); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1908; 1931; January 1982; February 1982; 1983; 2009; 2017,yes,yes,no,
Piranga rubriceps,Piranga rubriceps,1,Dataset aou_1_01 (1889); Dataset aou_2_12 (1903),1889; 1903,no,no,no,
Pitangus derbianus,Pitangus derbianus,1,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908),1886; 1908,yes,no,no,
Pitangus sulphuratus,Pitangus sulphuratus,1,Dataset aou_2_14 (1908); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1908; 1957; January 1982; February 1982; 2017,no,yes,no,
Platalea ajaja,"Ajaia ajaja, Ajaja ajaja, Platalea ajaja",3,Checklist aou_1.csv (1886); Dataset aou_2_10 (1901); Dataset aou_4 (1931); Checklist aou_5_34.csv (February 1982); Dataset aou_7_43 (2002); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1901; 1931; February 1982; 2002; 2017,yes,yes,no,
Platalea leucorodia,Platalea leucorodia,1,Dataset aou_4_22 (1947); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Dataset aou_7_51 (2010); Checklist NACC_list_species_aou_7_57.csv (2017),1947; 1957; January 1982; 2010; 2017,no,yes,no,
Plectrophenax hyperboreus,"Passerina hyperborea, Plectrophenax hyperboreus",2,Checklist aou_1.csv (1886); Dataset aou_2_09 (1899); Dataset aou_2_14 (1908); Dataset aou_2_15 (1909); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_7_51 (2010); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1899; 1908; 1909; 1957; January 1982; February 1982; 2010; 2017,yes,yes,no,
Plectrophenax nivalis,"Passerina nivalis, Plectrophenax nivalis",2,Checklist aou_1.csv (1886); Dataset aou_2_09 (1899); Dataset aou_2_14 (1908); Dataset aou_2_15 (1909); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_7_51 (2010); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1899; 1908; 1909; January 1982; February 1982; 2010; 2017,yes,yes,no,
Plegadis chihi,"Plegadis mexicana, Plegadis chihi, Plegadis guarauna",3,Checklist aou_1.csv (1886); Dataset aou_3_17 (1920); Dataset aou_4_20 (1945); Dataset aou_4_31 (1956); Dataset aou_5 (1957); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1920; 1945; 1956; 1957; February 1982; 2017,yes,yes,yes,Avibase: rename
Plegadis falcinellus,"Plegadis falcinellus, Plegadis autumnalis",2,Checklist aou_1.csv (1886); Dataset aou_3_17 (1920); Dataset aou_3_18 (1923); Dataset aou_4 (1931); Dataset aou_5 (1957); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1920; 1923; 1931; 1957; February 1982; 2017,yes,yes,yes,Avibase: rename
