name,synonyms,taxon_concept_count,taxon_concepts,trajectory,trajectory_without_renames,trajectory_lumps_splits,first_added_dataset,first_added_year,annotation,common_name,aou_ids,family,french_name,genus,order,rank,scientificName,species,status_accidental,status_extinct,status_hawaiian,status_introduced,status_misplaced,status_nonbreeding,subfamily
Larus californicus,Larus californicus,1,Taxon concept a9e932ee-0e39-486c-ab73-850473ab045b containing 'Larus californicus' found between 1886 to 2017 in 3 datasets (part of name cluster c80c79e3-bf01-4409-a9f5-e3a332f40c6b),added -> referenced -> referenced,added -> referenced -> referenced,,aou_1.csv (1886),1886,NA,California Gull,466; 53,Laridae,Goéland de Californie,Larus,Charadriiformes,species,Larus californicus,Larus californicus,NA,NA,NA,NA,NA,NA,Larinae
Tringa glareola,Tringa glareola; Rhyacophilus glareola,1,Taxon concept 7cb39ead-ebe4-4b3a-912d-a947f5249d53 containing 'Rhyacophilus glareola' and 'Tringa glareola' found between 1908 to 2017 in 4 datasets (part of name cluster d12f4a5f-4c8e-43a4-a6e5-20e0f5ccca09),added -> rename -> referenced -> referenced,added -> referenced -> referenced,,aou_2_14 (1908),1908,"Monotypic.
",Wood Sandpiper,408,Scolopacidae,Chevalier sylvain,Tringa,Charadriiformes,species,Tringa glareola,Tringa glareola,NA,NA,NA,NA,NA,NA,Tringinae
Passerina caerulea,Guiraca caerulea; Passerina caerulea,1,Taxon concept 0eeec829-7e07-4343-9f6b-659ea042c76d containing 'Passerina caerulea' and 'Guiraca caerulea' found between 1886 to 2017 in 6 datasets (part of name cluster 95071b26-8b82-47ae-9e04-659ed42e2da4),added -> referenced -> referenced -> referenced -> rename -> referenced,added -> referenced -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,NA,Blue Grosbeak,597; 1763,Cardinalidae,Guiraca bleu,Passerina,Passeriformes,species,Guiraca caerulea,Passerina caerulea,NA,NA,NA,NA,NA,NA,NA
Butorides striata,Butorides striatus; Butorides striata,4,Taxon concept 1d09f477-790c-4b1f-a675-8f76bbd43516 containing 'Butorides striatus' found between 1976 in 1 datasets (part of name cluster 714598c0-d1ec-46f1-96ea-c63089f67639); Taxon concept 4a6a279b-0c6c-4790-b25e-1f4070d0006d containing 'Butorides striatus' found between 1993 to 2003 in 2 datasets (part of name cluster 714598c0-d1ec-46f1-96ea-c63089f67639); Taxon concept 480c8790-4dba-439e-be47-2652a41475e6 containing 'Butorides striatus' and 'Butorides striata' found between 2003 to 2017 in 3 datasets (part of name cluster 714598c0-d1ec-46f1-96ea-c63089f67639); Taxon concept 1a5bad2a-37ee-4a5d-a724-b794366b5760 containing 'Butorides striatus' found between 1976 to 1993 in 4 datasets (part of name cluster 714598c0-d1ec-46f1-96ea-c63089f67639),lump -> referenced -> referenced -> split -> lump -> rename -> referenced,lump -> referenced -> referenced -> split -> lump -> referenced,lump -> split -> lump,aou_5_33 (1976),1976,NA,Striated Heron,239,Ardeidae,Héron strié,Butorides,Pelecaniformes,species,Butorides striatus,Butorides striata,NA,NA,NA,NA,NA,NA,NA
Cygnus cygnus,Cygnus cygnus; Olor cygnus,1,Taxon concept d202a741-adbf-466e-aedf-bfee7610838e containing 'Cygnus cygnus' and 'Olor cygnus' found between 1886 to 2017 in 9 datasets (part of name cluster d27c9572-34a4-487a-a6fb-871c3565fc78),added -> referenced -> referenced -> rename -> referenced -> rename -> rename -> referenced -> referenced,added -> referenced -> referenced -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,Monotypic.,Whooper Swan,27; [179],Anatidae,Cygne chanteur,Cygnus,Anseriformes,species,Cygnus cygnus; Olor cygnus,Cygnus cygnus,NA,NA,NA,NA,NA,NA,Anserinae
Pluvialis fulva,Pluvialis fulva,2,Taxon concept 254aca98-7a63-4231-bb59-a5df0504bd2e containing 'Pluvialis fulva' found between 1993 to 2017 in 2 datasets (part of name cluster c048d158-9d28-4997-9390-182dd13ae8dc); Taxon concept 540789b3-4ee9-4949-beb4-0d40404420d9 containing 'Pluvialis fulva' found between 1993 in 1 datasets (part of name cluster c048d158-9d28-4997-9390-182dd13ae8dc),split -> referenced,split -> referenced,split,aou_6_39 (1993),1993,Monotypic.,Pacific Golden-Plover,374,Charadriidae,Pluvier fauve,Pluvialis,Charadriiformes,species,NA,Pluvialis fulva,NA,NA,NA,NA,NA,NA,Charadriinae
Calidris bairdii,Pisobia bairdii; Actodromas bairdii; Erolia bairdii; Pisobia bairdi; Calidris bairdii; Tringa bairdii,1,Taxon concept 00ae8b30-93d6-4066-8b30-de817edd64ad containing 'Calidris bairdii' and 5 other names between 1886 to 2017 in 8 datasets (part of name cluster d5d30951-87f0-440e-b9a4-06624af0cc1e),added -> rename -> rename -> rename -> rename -> rename -> referenced -> referenced,added -> referenced -> referenced,,aou_1.csv (1886),1886,Monotypic.,Baird's Sandpiper,437; 241,Scolopacidae,Bécasseau de Baird,Calidris,Charadriiformes,species,Calidris bairdii; Tringa bairdii,Calidris bairdii,NA,NA,NA,NA,NA,NA,Arenariinae
Icteria virens,Icteria virens; Icteria virens longicauda,1,Taxon concept 4b30441d-14e1-4dbf-90ff-e1f3b4fd3ed7 containing 'Icteria virens' and 'Icteria virens longicauda' found between 1886 to 2017 in 7 datasets (part of name cluster e70ae1ae-6041-421c-bafa-5777fe4e64ef),added|added -> referenced -> referenced -> referenced -> deleted -> referenced -> referenced,added|added -> referenced -> referenced -> referenced -> deleted -> referenced -> referenced,,aou_1.csv (1886),1886,NA,Yellow-breasted Chat,683; 683a; 1618,Parulidae,Paruline polyglotte,Icteria,Passeriformes,species,Icteria virens; Icteria virens longicauda,Icteria virens,NA,NA,NA,NA,*,NA,NA
Branta canadensis,Branta canadensis; Branta canadensis minima; Branta canadensis hutchinsii; Branta canadensis occidentalis,2,Taxon concept 3bb8d452-cf87-4dcc-b3f0-5d0653b07f9c containing 'Branta canadensis' found between 2004 to 2017 in 2 datasets (part of name cluster 49f2d6a6-27cb-4569-a110-1eacba52e777); Taxon concept bf5f4396-35a8-4c88-aacb-e97cdc4629e2 containing 'Branta canadensis occidentalis' and 'Branta canadensis' and 'Branta canadensis hutchinsii' and 'Branta canadensis minima' found between 1886 to 2004 in 3 datasets (part of name cluster 49f2d6a6-27cb-4569-a110-1eacba52e777),added|added|added|added -> deleted|deleted|deleted -> split -> referenced,added|added|added|added -> deleted|deleted|deleted -> split -> referenced,split,aou_1.csv (1886),1886,NA,Canada Goose,22; 172c; 172b; 172a; 172,Anatidae,Bernache du Canada,Branta,Anseriformes,species,Branta canadensis; Branta canadensis minima; Branta canadensis hutchinsii; Branta canadensis occidentalis,Branta canadensis,NA,NA,NA,NA,NA,NA,Anserinae
Salpinctes obsoletus,Salpinctes obsoletus,2,Taxon concept 78668c57-3cd0-4e79-b721-7c15f8295b20 containing 'Salpinctes obsoletus' found between 1931 to 2017 in 3 datasets (part of name cluster 09316a04-0f89-4cb4-aae1-8b4a681d1bb6); Taxon concept 5d74edd2-19c7-45c2-a332-452215f2fe4e containing 'Salpinctes obsoletus' found between 1886 to 1931 in 2 datasets (part of name cluster 09316a04-0f89-4cb4-aae1-8b4a681d1bb6),added -> lump -> referenced -> referenced,added -> lump -> referenced -> referenced,lump,aou_1.csv (1886),1886,NA,Rock Wren,1362; 715,Troglodytidae,Troglodyte des rochers,Salpinctes,Passeriformes,species,Salpinctes obsoletus,Salpinctes obsoletus,NA,NA,NA,NA,NA,NA,NA
Phaethon rubricauda,Phaethon rubricauda; Phaethon rubricaudus,1,Taxon concept fc6e7ae6-1b01-43c6-b94a-797d4a1189b1 containing 'Phaethon rubricaudus' and 'Phaethon rubricauda' found between 1899 to 2017 in 7 datasets (part of name cluster f9274c0c-8064-41d7-aaeb-912efa376e6a),added -> referenced -> rename -> referenced -> referenced -> referenced -> referenced,added -> referenced -> referenced -> referenced -> referenced -> referenced,,aou_2_09 (1899),1899,NA,Red-tailed Tropicbird,197,Phaethontidae,Phaéton à brins rouges,Phaethon,Phaethontiformes,species,Phaethon rubricauda,Phaethon rubricauda,NA,NA,NA,NA,NA,NA,NA
Amazilia violiceps,Amazilia verticalis; Amazilia violiceps,1,Taxon concept 0d0b80b5-b601-4e7f-aee0-b524dd65857e containing 'Amazilia violiceps' and 'Amazilia verticalis' found between 1948 to 2017 in 6 datasets (part of name cluster e3e15e2a-6d14-4dba-a61d-a0cf83829c32),added -> rename -> referenced -> rename -> referenced -> referenced,added -> referenced -> referenced -> referenced,,aou_4_23 (1948),1948,NA,Violet-crowned Hummingbird,831,Trochilidae,Ariane à couronne violette,Amazilia,Apodiformes,species,Amazilia violiceps,Amazilia violiceps,NA,NA,NA,NA,NA,NA,Trochilinae
Spizella breweri,Spizella breweri,1,Taxon concept 8a84c881-f6b3-4de5-9a71-defd0462eca6 containing 'Spizella breweri' found between 1886 to 2017 in 4 datasets (part of name cluster cc197b92-41ba-4b2f-911d-2c5d89437917),added -> referenced -> referenced -> referenced,added -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,NA,Brewer's Sparrow,562; 1706,Emberizidae,Bruant de Brewer,Spizella,Passeriformes,species,Spizella breweri,Spizella breweri,NA,NA,NA,NA,NA,NA,NA
Progne subis,Progne subis,3,Taxon concept f9baf5cf-01b6-40ca-a8b6-691d20094387 containing 'Progne subis' found between 1956 to 2017 in 3 datasets (part of name cluster 5f0e264b-a25b-4434-910c-d06557e59e99); Taxon concept d635b3cf-c70f-4ad2-a8f8-7f77e76c1547 containing 'Progne subis' found between 1886 to 1944 in 2 datasets (part of name cluster 5f0e264b-a25b-4434-910c-d06557e59e99); Taxon concept f8359930-40f4-46ce-acc3-8307db6060db containing 'Progne subis' found between 1944 to 1956 in 2 datasets (part of name cluster 5f0e264b-a25b-4434-910c-d06557e59e99),added -> lump -> split -> referenced -> referenced,added -> lump -> split -> referenced -> referenced,lump -> split,aou_1.csv (1886),1886,NA,Purple Martin,1311; 611,Hirundinidae,Hirondelle noire,Progne,Passeriformes,species,Progne subis,Progne subis,NA,NA,NA,NA,NA,NA,Hirundininae
Dumetella carolinensis,Dumetella carolinensis; Galeoscoptes carolinensis,1,Taxon concept 324ee277-e93a-49c6-b30a-d941f36eb85a containing 'Dumetella carolinensis' and 'Galeoscoptes carolinensis' found between 1886 to 2017 in 6 datasets (part of name cluster bc0a1d68-6af1-4b01-82a7-d80348e451e2),added -> rename -> referenced -> referenced -> referenced -> referenced,added -> referenced -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,Monotypic.,Gray Catbird,1485; 704,Mimidae,Moqueur chat,Dumetella,Passeriformes,species,Dumetella carolinensis; Galeoscoptes carolinensis,Dumetella carolinensis,NA,NA,NA,NA,NA,NA,NA
Ardenna creatopus,Puffinus creatopus; Ardenna creatopus,1,Taxon concept 66b382f2-c913-47af-8719-65099dbb6945 containing 'Puffinus creatopus' and 'Ardenna creatopus' found between 1886 to 2017 in 6 datasets (part of name cluster 02519734-7fe8-486e-a458-7a1551757845),added -> referenced -> referenced -> referenced -> rename -> referenced,added -> referenced -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,Monotypic.,Pink-footed Shearwater,169; 91,Procellariidae,Puffin à pieds roses,Ardenna,Procellariiformes,species,Puffinus creatopus,Ardenna creatopus,NA,NA,NA,NA,NA,N,NA
Sayornis nigricans,Sayornis nigricans,1,Taxon concept b6d3e0da-4568-4684-bfde-5eda67c6b77e containing 'Sayornis nigricans' found between 1886 to 2017 in 3 datasets (part of name cluster 3cb80e39-ec7a-42f7-8828-81db0c2adb0a),added -> referenced -> referenced,added -> referenced -> referenced,,aou_1.csv (1886),1886,NA,Black Phoebe,458; 1153,Tyrannidae,Moucherolle noir,Sayornis,Passeriformes,species,Sayornis nigricans,Sayornis nigricans,NA,NA,NA,NA,NA,NA,Fluvicolinae
Cerorhinca monocerata,Cerorhinca monocerata,1,Taxon concept 63cfd054-1e1b-4a45-a194-abd61ddeb2b5 containing 'Cerorhinca monocerata' found between 1886 to 2017 in 3 datasets (part of name cluster 81994431-5bfb-4bf4-a987-3d576bc9f831),added -> referenced -> referenced,added -> referenced -> referenced,,aou_1.csv (1886),1886,Monotypic.,Rhinoceros Auklet,531; 15,Alcidae,Macareux rhinocéros,Cerorhinca,Charadriiformes,species,Cerorhinca monocerata,Cerorhinca monocerata,NA,NA,NA,NA,NA,NA,NA
Accipiter cooperii,Accipiter cooperi; Accipiter cooperii,1,Taxon concept f4bcdb53-0d9e-4440-9e78-d2935855a67b containing 'Accipiter cooperi' and 'Accipiter cooperii' found between 1886 to 2017 in 8 datasets (part of name cluster 597fedbc-3bfb-4d6a-afbe-67f1acaa13ab),added -> rename -> referenced -> rename -> referenced -> rename -> referenced -> referenced,added -> referenced -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,Monotypic.,Cooper's Hawk,333; 279,Accipitridae,Épervier de Cooper,Accipiter,Accipitriformes,species,Accipiter cooperi; Accipiter cooperii,Accipiter cooperii,NA,NA,NA,NA,NA,NA,NA
Aramus guarauna,Aramus vociferus; Aramus giganteus; Aramus pictus; Aramus guarauna,1,Taxon concept a1588e50-cbb0-413b-a4d6-929dc79d274b containing 'Aramus giganteus' and 'Aramus pictus' and 'Aramus vociferus' and 'Aramus guarauna' found between 1886 to 2017 in 6 datasets (part of name cluster 7bcbc885-b9bc-4463-90a1-8839e4b2c748),added -> rename -> rename -> rename -> referenced -> referenced,added -> referenced -> referenced,,aou_1.csv (1886),1886,NA,Limpkin,364; 207,Aramidae,Courlan brun,Aramus,Gruiformes,species,Aramus giganteus; Aramus guarauna,Aramus guarauna,NA,NA,NA,NA,NA,NA,NA
Setophaga discolor,Dendroica discolor; Setophaga discolor,1,Taxon concept 15b54cf2-6f32-4c79-bba9-4cb7d33c7bff containing 'Dendroica discolor' and 'Setophaga discolor' found between 1886 to 2017 in 8 datasets (part of name cluster 42373079-bb7c-458f-8c2b-2386faf5de4a),added -> referenced -> referenced -> referenced -> referenced -> referenced -> rename -> referenced,added -> referenced -> referenced -> referenced -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,NA,Prairie Warbler,673; 1565,Parulidae,Paruline des prés,Setophaga,Passeriformes,species,Dendroica discolor,Setophaga discolor,NA,NA,NA,NA,NA,NA,NA
Vireo cassinii,Vireo cassinii,2,Taxon concept 2cadd96c-59f1-4ea4-8f9f-1d54ae2ace8a containing 'Vireo cassinii' found between 1997 in 1 datasets (part of name cluster 145ef93c-a21f-4042-abb1-6f3dac31eca0); Taxon concept 222ae706-4588-4e21-8ffe-6dc568a5d83b containing 'Vireo cassinii' found between 1997 to 2017 in 2 datasets (part of name cluster 145ef93c-a21f-4042-abb1-6f3dac31eca0),split -> referenced,split -> referenced,split,aou_6_41 (1997),1997,NA,Cassin's Vireo,1249,Vireonidae,Viréo de Cassin,Vireo,Passeriformes,species,NA,Vireo cassinii,NA,NA,NA,NA,NA,NA,NA
Empidonax wrightii,Empidonax wrighti; Empidonax wrightii; Empidonax obscurus,3,Taxon concept e2c279f9-9ca3-4a4b-9115-ad415dbeeffe containing 'Empidonax wrightii' found between 1953 to January 1982 in 2 datasets (part of name cluster 6080b8cd-fa31-477b-973b-94c0f50809ea); Taxon concept b3b38fa1-42c8-4718-98d3-cf754dc355c6 containing 'Empidonax obscurus' and 'Empidonax wrightii' and 'Empidonax wrighti' found between 1886 to 1953 in 5 datasets (part of name cluster 6080b8cd-fa31-477b-973b-94c0f50809ea); Taxon concept e69c75bf-da9a-44c0-9325-57885b3b13cc containing 'Empidonax wrightii' found between January 1982 to 2017 in 3 datasets (part of name cluster 6080b8cd-fa31-477b-973b-94c0f50809ea),added -> rename -> rename -> rename -> lump -> split -> referenced -> referenced,added -> lump -> split -> referenced -> referenced,lump -> split,aou_1.csv (1886),1886,Monotypic.,Gray Flycatcher,1145; 469,Tyrannidae,Moucherolle gris,Empidonax,Passeriformes,species,Empidonax wrightii; Empidonax obscurus,Empidonax wrightii,NA,NA,NA,NA,NA,NA,Fluvicolinae
Chordeiles acutipennis,Chordeiles acutipennis,2,Taxon concept 7d2c0f38-9c0c-425a-8561-a82c2ab8f648 containing 'Chordeiles acutipennis' found between 1895 to 2017 in 6 datasets (part of name cluster e0367424-7807-48c1-9ee3-77fc1ca08b13); Taxon concept 22bf815c-48a1-489e-aa8a-9bcb0f2d6ed0 containing 'Chordeiles acutipennis' found between 1895 in 1 datasets (part of name cluster e0367424-7807-48c1-9ee3-77fc1ca08b13),lump -> referenced -> referenced -> referenced -> referenced -> referenced,lump -> referenced -> referenced -> referenced -> referenced -> referenced,lump,aou_1_07 (1895),1895,NA,Lesser Nighthawk,708,Caprimulgidae,Engoulevent minime,Chordeiles,Caprimulgiformes,species,Chordeiles acutipennis,Chordeiles acutipennis,NA,NA,NA,NA,NA,NA,Chordeilinae
Buteo plagiatus,Buteo plagiatus,2,Taxon concept 667c4abd-bada-47ef-94d7-8b76ac8071f1 containing 'Buteo plagiatus' found between 2012 to 2017 in 2 datasets (part of name cluster d2919ad9-9d8d-4af3-9b44-6064defe1e9d); Taxon concept 90642ac3-450c-42d1-9f96-15f15f96e696 containing 'Buteo plagiatus' found between 2012 in 1 datasets (part of name cluster d2919ad9-9d8d-4af3-9b44-6064defe1e9d),split -> referenced,split -> referenced,split,aou_7_53 (2012),2012,NA,Gray Hawk,9711,Accipitridae,Buse grise,Buteo,Accipitriformes,species,NA,Buteo plagiatus,NA,NA,NA,NA,NA,NA,NA
Motacilla alba,Motacilla alba,3,Taxon concept 158299e6-95b1-4daa-acf9-a870bd168b88 containing 'Motacilla alba' found between 2005 to 2017 in 2 datasets (part of name cluster 031b142b-a313-406e-992e-f73a6374cd4c); Taxon concept fb0a452d-790b-4b9c-a16e-90f8bd26e179 containing 'Motacilla alba' found between 1931 to 2005 in 3 datasets (part of name cluster 031b142b-a313-406e-992e-f73a6374cd4c); Taxon concept c834e752-e45e-46a7-90db-7f4485f376fa containing 'Motacilla alba' found between 1886 to 1931 in 2 datasets (part of name cluster 031b142b-a313-406e-992e-f73a6374cd4c),added -> lump -> referenced -> lump -> referenced,added -> lump -> referenced -> lump -> referenced,lump -> lump,aou_1.csv (1886),1886,NA,White Wagtail,[694]; 1516,Motacillidae,Bergeronnette grise,Motacilla,Passeriformes,species,Motacilla alba,Motacilla alba,NA,NA,NA,NA,NA,NA,NA
Setophaga striata,Dendroica striata; Setophaga striata,1,Taxon concept 20635ffc-f1d9-449b-b27c-fcd4d448ddc4 containing 'Setophaga striata' and 'Dendroica striata' found between 1886 to 2017 in 8 datasets (part of name cluster 4a673247-8382-462b-8a6e-02c07161dff6),added -> referenced -> referenced -> referenced -> referenced -> referenced -> rename -> referenced,added -> referenced -> referenced -> referenced -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,Monotypic.,Blackpoll Warbler,1569; 661,Parulidae,Paruline rayée,Setophaga,Passeriformes,species,Dendroica striata,Setophaga striata,NA,NA,NA,NA,NA,NA,NA
Oxyura jamaicensis,Erismatura jamaicensis; Oxyura jamaicensis; Erismatura rubida,2,Taxon concept 2e3fbcc6-2e81-46ac-8b56-79be68ceabca containing 'Oxyura jamaicensis' found between 1997 to 2017 in 2 datasets (part of name cluster 8dd8f127-0ba0-445c-a75d-c1740dcd24ed); Taxon concept d095cbbc-c230-4237-9b94-4ec50899406c containing 'Erismatura jamaicensis' and 'Erismatura rubida' and 'Oxyura jamaicensis' found between 1886 to 1997 in 5 datasets (part of name cluster 8dd8f127-0ba0-445c-a75d-c1740dcd24ed),added -> rename -> rename -> referenced -> split -> referenced,added -> referenced -> split -> referenced,split,aou_1.csv (1886),1886,NA,Ruddy Duck,167; 75,Anatidae,Érismature rousse,Oxyura,Anseriformes,species,Oxyura jamaicensis; Erismatura rubida,Oxyura jamaicensis,NA,NA,NA,NA,NA,NA,Anatinae
Nyctanassa violacea,Nyctanassa violaceus; Nycticorax violaceus; Nyctanassa violacea,1,Taxon concept 2ef1832e-895f-4783-89f7-8f7beeec86a9 containing 'Nyctanassa violacea' and 'Nyctanassa violaceus' and 'Nycticorax violaceus' found between 1886 to 2017 in 7 datasets (part of name cluster 0957890c-940b-4289-87ee-92c154247274),added -> rename -> rename -> rename -> added -> rename -> referenced,added -> added -> referenced,,aou_1.csv (1886),1886,NA,Yellow-crowned Night-Heron,243; 203,Ardeidae,Bihoreau violacé,Nyctanassa,Pelecaniformes,species,Nycticorax violaceus; Nyctanassa violacea,Nyctanassa violacea,NA,NA,NA,NA,NA,NA,NA
